item,qty,price,date
1106,111,1.0000000,2021-09-15
1106,107,1.0000000,2021-09-16
1106,85,1.0000000,2021-09-17
1106,80,1.0000000,2021-09-18
1106,169,1.0000000,2021-09-19
1106,120,1.0000000,2021-09-20
1106,81,1.0000000,2021-09-21
1106,107,1.0000000,2021-09-22
1106,92,1.0000000,2021-09-23
1106,94,1.0000000,2021-09-24
1106,107,1.0000000,2021-09-25
1106,128,1.2115385,2021-09-26
1106,58,1.0000000,2021-09-27
1106,44,1.0000000,2021-09-28
1106,46,1.0000000,2021-09-29
1106,24,1.0000000,2021-09-30
1106,43,1.0000000,2021-10-01
1106,49,1.0000000,2021-10-02
1106,43,1.0000000,2021-10-03
1106,33,1.0000000,2021-10-04
1106,27,1.0000000,2021-10-05
1106,26,1.0000000,2021-10-06
1106,19,1.0000000,2021-10-07
1106,11,1.0000000,2021-10-08
1106,19,1.0000000,2021-10-09
1106,13,1.0000000,2021-10-10
1106,3,1.0000000,2021-10-11
1106,13,1.0000000,2022-05-06
1106,104,1.0000000,2022-05-07
1106,86,1.0000000,2022-05-08
1106,5,1.2000000,2022-05-15
1106,1,1.2000000,2022-05-17
1106,7,1.2000000,2022-05-19
1106,26,1.2000000,2022-05-20
1106,79,1.2000000,2022-05-21
1106,124,1.2000000,2022-05-22
1106,34,1.2000000,2022-05-23
1106,20,1.2000000,2022-05-24
1106,31,1.2000000,2022-05-25
1106,31,1.2000000,2022-05-26
1106,82,1.2000000,2022-05-27
1106,138,1.2000000,2022-05-28
1106,150,1.2000000,2022-05-29
1106,119,1.2000000,2022-05-30
1106,112,1.2000000,2022-05-31
1106,120,1.2000000,2022-06-01
1106,180,1.2000000,2022-06-02
1106,174,1.2000000,2022-06-03
1106,225,1.2000000,2022-06-04
1106,235,1.2000000,2022-06-05
1106,102,1.2000000,2022-06-06
1106,111,1.2000000,2022-06-07
1106,108,1.2000000,2022-06-08
1106,126,1.2000000,2022-06-09
1106,86,1.2000000,2022-06-10
1106,173,1.2000000,2022-06-11
1106,309,1.2000000,2022-06-12
1106,211,1.2000000,2022-06-13
1106,189,1.2000000,2022-06-14
1106,201,1.2000000,2022-06-15
1106,198,1.2000000,2022-06-16
1106,177,1.2000000,2022-06-17
1106,187,1.2000000,2022-06-18
1106,328,1.1990099,2022-06-19
1106,256,1.2000000,2022-06-20
1106,254,1.2000000,2022-06-21
1106,239,1.2000000,2022-06-22
1106,270,1.2000000,2022-06-23
1106,266,1.1988235,2022-06-24
1106,228,1.2000000,2022-06-25
1106,319,1.2000000,2022-06-26
1106,241,1.2000000,2022-06-27
1106,235,1.2000000,2022-06-28
1106,231,1.1954545,2022-06-29
1106,229,1.2000000,2022-06-30
1106,219,1.2000000,2022-07-01
1106,227,1.2000000,2022-07-02
1106,298,1.2000000,2022-07-03
1106,253,1.2000000,2022-07-04
1106,269,1.2000000,2022-07-05
1106,265,1.2000000,2022-07-06
1106,272,1.2000000,2022-07-07
1106,203,1.1937008,2022-07-08
1106,273,1.2000000,2022-07-09
1106,341,1.2000000,2022-07-10
1106,254,1.2000000,2022-07-11
1106,284,1.1988827,2022-07-12
1106,257,1.2000000,2022-07-13
1106,266,1.2000000,2022-07-14
1106,265,1.2000000,2022-07-15
1106,263,1.2000000,2022-07-16
1106,347,1.2000000,2022-07-17
1106,231,1.2000000,2022-07-18
1106,252,1.1988701,2022-07-19
1106,292,1.2000000,2022-07-20
1106,279,1.2000000,2022-07-21
1106,280,1.1941897,2022-07-22
1106,249,1.2000000,2022-07-23
1106,327,1.2000000,2022-07-24
1106,266,1.2000000,2022-07-25
1106,296,1.2000000,2022-07-26
1106,268,1.2000000,2022-07-27
1106,310,1.2000000,2022-07-28
1106,271,1.2000000,2022-07-29
1106,255,1.2000000,2022-07-30
1106,310,1.2018779,2022-07-31
1106,255,1.2000000,2022-08-01
1106,253,1.2000000,2022-08-02
1106,278,1.1988636,2022-08-03
1106,287,1.2000000,2022-08-04
1106,273,1.2000000,2022-08-05
1106,295,1.2000000,2022-08-06
1106,436,1.2000000,2022-08-07
1106,352,1.2000000,2022-08-08
1106,392,1.2000000,2022-08-09
1106,416,1.2000000,2022-08-10
1106,453,1.2000000,2022-08-11
1106,400,1.2000000,2022-08-12
1106,423,1.2000000,2022-08-13
1106,514,1.2000000,2022-08-14
1106,573,1.2000000,2022-08-15
1106,442,1.2000000,2022-08-16
1106,513,1.1967427,2022-08-17
1106,526,1.2000000,2022-08-18
1106,475,1.2000000,2022-08-19
1106,393,1.2000000,2022-08-20
1106,510,1.2000000,2022-08-21
1106,483,1.2000000,2022-08-22
1106,465,1.1992806,2022-08-23
1106,362,1.2000000,2022-08-24
1106,340,1.2000000,2022-08-25
1106,490,1.2000000,2022-08-26
1106,399,1.2000000,2022-08-27
1106,392,1.2000000,2022-08-28
1106,319,1.1798995,2022-08-29
1106,320,1.2000000,2022-08-30
1106,345,1.2000000,2022-08-31
1106,324,1.2000000,2022-09-01
1106,340,1.2000000,2022-09-02
1106,278,1.2000000,2022-09-03
1106,312,1.2000000,2022-09-04
1106,265,1.2000000,2022-09-05
1106,287,1.2000000,2022-09-06
1106,298,1.2000000,2022-09-07
1106,262,1.2000000,2022-09-08
1106,244,1.2000000,2022-09-09
1106,296,1.2000000,2022-09-10
1106,328,1.2000000,2022-09-11
1106,247,1.2000000,2022-09-12
1106,222,1.2000000,2022-09-13
1106,252,1.1955414,2022-09-14
1106,232,1.2000000,2022-09-15
1106,226,1.2000000,2022-09-16
1106,115,1.2000000,2022-09-17
1106,208,1.2000000,2022-09-18
1106,172,1.2000000,2022-09-19
1106,162,1.2000000,2022-09-20
1106,143,1.2000000,2022-09-21
1106,169,1.2000000,2022-09-22
1106,183,1.2000000,2022-09-23
1106,89,1.2000000,2022-09-24
1106,49,1.2000000,2022-09-25
1106,49,1.2000000,2022-09-26
1106,79,1.2000000,2022-09-27
1106,78,1.2000000,2022-09-28
1106,64,1.2000000,2022-09-29
1106,72,1.2000000,2022-09-30
1106,52,1.2000000,2022-10-01
1106,71,1.2000000,2022-10-02
1106,14,1.2000000,2022-10-03
1106,29,1.2000000,2022-10-04
1106,27,1.2000000,2022-10-05
1106,23,1.2000000,2022-10-06
1106,28,1.2000000,2022-10-07
1106,40,1.2000000,2022-10-08
1106,31,1.2000000,2022-10-09
1106,1,1.2000000,2022-10-10
1106,8,1.2000000,2022-10-11
1106,14,1.2000000,2022-10-12
1106,1,1.2000000,2022-10-13
1106,6,1.2000000,2022-10-15
1106,1,1.2000000,2022-10-25
1120,1,97.5000000,2021-05-21
1120,1,200.0000000,2021-05-23
1120,1,240.0000000,2021-05-25
1201,1,40.0000000,2021-06-01
1201,1,0.0000000,2021-07-08
1201,1,0.0000000,2021-07-09
1201,2,0.0000000,2021-07-10
1201,1,0.0000000,2021-07-11
1201,2,0.0000000,2021-07-13
1201,2,0.0000000,2021-07-14
1201,1,0.0000000,2021-07-15
1201,9,0.0000000,2021-07-16
1201,8,0.0000000,2021-07-17
1201,6,0.0000000,2021-07-18
1201,3,0.0000000,2021-07-19
1201,6,0.0000000,2021-07-20
1201,11,0.0000000,2021-07-21
1201,8,0.0000000,2021-07-22
1201,10,0.0000000,2021-07-23
1201,5,0.0000000,2021-07-24
1201,2,0.0000000,2021-07-25
1201,7,0.0000000,2021-07-26
1201,2,0.0000000,2021-07-27
1201,1,0.0000000,2021-07-28
1201,4,0.0000000,2021-07-29
1201,2,0.0000000,2021-07-30
1201,5,0.0000000,2021-07-31
1201,2,0.0000000,2021-08-01
1201,2,0.0000000,2021-08-03
1201,1,0.0000000,2021-08-04
1201,1,0.0000000,2021-08-08
1201,1,0.0000000,2021-08-09
1201,3,0.0000000,2021-08-10
1201,1,0.0000000,2021-08-11
1201,2,0.0000000,2021-08-13
1201,1,0.0000000,2021-08-15
1201,3,0.0000000,2021-08-16
1201,1,0.0000000,2021-08-18
1201,1,0.0000000,2021-08-19
1201,4,0.0000000,2021-08-20
1201,3,0.0000000,2021-08-21
1201,1,0.0000000,2021-08-22
1201,1,0.0000000,2021-08-23
1201,2,0.0000000,2021-08-24
1201,5,0.0000000,2021-08-25
1201,2,0.0000000,2021-08-27
1201,4,0.0000000,2021-08-28
1201,2,0.0000000,2021-08-29
1201,3,0.0000000,2021-08-30
1201,2,0.0000000,2021-08-31
1201,2,0.0000000,2021-09-01
1201,3,0.0000000,2021-09-02
1201,2,3.7000000,2021-09-03
1201,3,18.3333333,2021-09-05
1201,1,24.7000000,2021-09-06
1201,4,16.2500000,2021-09-07
1201,4,15.0000000,2021-09-10
1201,1,10.6000000,2021-09-11
1201,2,16.5000000,2021-09-13
1201,1,15.0000000,2021-09-14
1201,1,15.0000000,2021-09-15
1201,1,40.0000000,2021-09-16
1201,1,40.0000000,2021-09-17
1201,1,10.0000000,2021-09-20
1201,1,13.0000000,2021-09-21
1201,1,13.0000000,2021-09-22
1201,1,26.0000000,2021-09-23
1201,2,11.5000000,2021-09-24
1201,1,10.0000000,2021-09-25
1201,2,10.0000000,2021-09-27
1201,1,10.0000000,2021-09-28
1201,1,24.0000000,2021-10-01
1201,1,13.0000000,2021-10-02
1201,1,10.0000000,2021-10-05
1201,2,4.5000000,2022-05-21
1201,3,15.8333333,2022-05-22
1201,1,6.0000000,2022-05-24
1201,11,10.0909091,2022-05-26
1201,4,12.5000000,2022-05-27
1201,7,10.1428571,2022-05-28
1201,7,20.0000000,2022-05-29
1201,2,147.5000000,2022-05-30
1201,3,15.0000000,2022-05-31
1201,7,19.7142857,2022-06-01
1201,40,17.6425000,2022-06-02
1201,18,30.4375000,2022-06-03
1201,28,16.5357143,2022-06-04
1201,52,19.4615385,2022-06-05
1201,9,29.6666667,2022-06-06
1201,2,42.5000000,2022-06-07
1201,4,15.0000000,2022-06-08
1201,8,40.6250000,2022-06-09
1201,1,10.0000000,2022-06-10
1201,12,33.3333333,2022-06-11
1201,27,21.1481481,2022-06-12
1201,10,19.3450000,2022-06-13
1201,15,17.6153846,2022-06-14
1201,15,15.0666667,2022-06-15
1201,8,25.2375000,2022-06-16
1201,16,20.7687500,2022-06-17
1201,40,16.8078947,2022-06-18
1201,23,17.9090909,2022-06-19
1201,13,20.0000000,2022-06-20
1201,15,24.7333333,2022-06-21
1201,10,21.5000000,2022-06-22
1201,13,20.6538462,2022-06-23
1201,20,22.3000000,2022-06-24
1201,30,18.8033333,2022-06-25
1201,14,22.8571429,2022-06-26
1201,23,40.2260870,2022-06-27
1201,21,40.2857143,2022-06-28
1201,22,34.5909091,2022-06-29
1201,25,26.0000000,2022-06-30
1201,24,29.0416667,2022-07-01
1201,29,33.8655172,2022-07-02
1201,21,22.8095238,2022-07-03
1201,15,38.8666667,2022-07-04
1201,22,25.9090909,2022-07-05
1201,33,34.7272727,2022-07-06
1201,31,25.4483871,2022-07-07
1201,7,43.1000000,2022-07-08
1201,32,57.8093750,2022-07-09
1201,16,64.3750000,2022-07-10
1201,22,51.0454545,2022-07-11
1201,27,48.8888889,2022-07-12
1201,19,19.8947368,2022-07-13
1201,30,26.0333333,2022-07-14
1201,37,34.7027027,2022-07-15
1201,31,33.2741935,2022-07-16
1201,29,24.9655172,2022-07-17
1201,20,80.3700000,2022-07-18
1201,18,70.3888889,2022-07-19
1201,17,34.4705882,2022-07-20
1201,23,32.4782609,2022-07-21
1201,34,38.2882353,2022-07-22
1201,27,34.9407407,2022-07-23
1201,22,41.2727273,2022-07-24
1201,34,50.1176471,2022-07-25
1201,28,26.0000000,2022-07-26
1201,21,28.7666667,2022-07-27
1201,20,34.8500000,2022-07-28
1201,31,34.5870968,2022-07-29
1201,25,58.0800000,2022-07-30
1201,18,41.3333333,2022-07-31
1201,28,122.4285714,2022-08-01
1201,26,56.8307692,2022-08-02
1201,27,44.6703704,2022-08-03
1201,36,45.3055556,2022-08-04
1201,21,35.8800000,2022-08-05
1201,24,44.6791667,2022-08-06
1201,16,86.5937500,2022-08-07
1201,27,56.0925926,2022-08-08
1201,19,32.1578947,2022-08-09
1201,11,34.8181818,2022-08-10
1201,19,66.8421053,2022-08-11
1201,11,26.1363636,2022-08-12
1201,13,45.4230769,2022-08-13
1201,18,52.6666667,2022-08-14
1201,13,38.2076923,2022-08-15
1201,22,45.3409091,2022-08-16
1201,24,57.8333333,2022-08-17
1201,22,36.5454545,2022-08-18
1201,21,42.2380952,2022-08-19
1201,18,44.1055556,2022-08-20
1201,22,71.6363636,2022-08-21
1201,38,33.9473684,2022-08-22
1201,39,33.6410256,2022-08-23
1201,17,31.4588235,2022-08-24
1201,18,33.9444444,2022-08-25
1201,38,34.3263158,2022-08-26
1201,28,43.1111111,2022-08-27
1201,26,36.2800000,2022-08-28
1201,18,26.5444444,2022-08-29
1201,28,27.2857143,2022-08-30
1201,40,31.1250000,2022-08-31
1201,17,23.7647059,2022-09-01
1201,28,23.7607143,2022-09-02
1201,42,23.7380952,2022-09-03
1201,33,26.8181818,2022-09-04
1201,37,20.7611111,2022-09-05
1201,26,19.1538462,2022-09-06
1201,31,25.7419355,2022-09-07
1201,27,17.8148148,2022-09-08
1201,10,17.4000000,2022-09-09
1201,46,18.3913043,2022-09-10
1201,47,15.9276596,2022-09-11
1201,22,17.5500000,2022-09-12
1201,18,25.4777778,2022-09-13
1201,19,20.0526316,2022-09-14
1201,12,20.7500000,2022-09-15
1201,8,18.6625000,2022-09-16
1201,6,25.1333333,2022-09-17
1201,13,18.3076923,2022-09-18
1201,17,17.0588235,2022-09-19
1201,13,19.0769231,2022-09-20
1201,5,14.6000000,2022-09-21
1201,16,14.9250000,2022-09-22
1201,10,21.1800000,2022-09-23
1201,14,20.1428571,2022-09-24
1201,1,10.0000000,2022-09-25
1201,13,13.1538462,2022-09-27
1201,15,12.2666667,2022-09-28
1201,6,12.5000000,2022-09-29
1201,8,13.0000000,2022-09-30
1201,6,11.6666667,2022-10-01
1201,5,11.0000000,2022-10-02
1201,5,13.0000000,2022-10-03
1201,7,10.7142857,2022-10-04
1201,7,10.0000000,2022-10-05
1201,9,13.6666667,2022-10-06
1201,13,9.6923077,2022-10-07
1201,7,10.7142857,2022-10-08
1201,8,15.9375000,2022-10-09
1201,1,6.8000000,2022-10-10
1201,2,10.0000000,2022-10-12
1201,6,215.8666667,2022-10-15
1248,2,1.0000000,2021-06-25
1248,2,0.5000000,2021-07-10
1248,22,1.0000000,2021-07-13
1248,140,0.9909091,2021-07-14
1248,128,1.0000000,2021-07-15
1248,145,0.9813084,2021-07-16
1248,205,0.9785714,2021-07-17
1248,54,1.0000000,2021-07-18
1248,74,1.0000000,2021-07-19
1248,75,1.0000000,2021-07-20
1248,277,0.9951923,2021-07-21
1248,220,1.0000000,2021-07-22
1248,143,0.9819820,2021-07-23
1248,168,0.9836066,2021-07-24
1248,244,0.9885714,2021-07-25
1248,166,0.9915254,2021-07-26
1248,204,0.9860140,2021-07-27
1248,183,0.9850746,2021-07-28
1248,219,0.9876543,2021-07-29
1248,259,0.9747475,2021-07-30
1248,265,1.0000000,2021-07-31
1248,369,1.0000000,2021-08-01
1248,345,0.9918699,2021-08-02
1248,286,0.9955157,2021-08-03
1248,201,1.0000000,2021-08-04
1248,222,0.9863014,2021-08-05
1248,205,1.0000000,2021-08-06
1248,220,1.0000000,2021-08-07
1248,301,0.9953917,2021-08-08
1248,278,0.9950495,2021-08-09
1248,266,1.0000000,2021-08-10
1248,354,0.9919355,2021-08-11
1248,463,0.9900662,2021-08-12
1248,367,1.0000000,2021-08-13
1248,394,0.9925926,2021-08-14
1248,338,0.9958506,2021-08-15
1248,363,0.9960938,2021-08-16
1248,403,0.9930070,2021-08-17
1248,240,1.0000000,2021-08-18
1248,449,0.9936102,2021-08-19
1248,377,1.0000000,2021-08-20
1248,278,0.9948454,2021-08-21
1248,318,0.9957447,2021-08-22
1248,234,1.0000000,2021-08-23
1248,239,1.0000000,2021-08-24
1248,248,0.9891304,2021-08-25
1248,75,1.0000000,2021-08-26
1248,226,1.0000000,2021-08-27
1248,183,0.9838710,2021-08-28
1248,143,0.9893617,2021-08-29
1248,166,1.0000000,2021-08-30
1248,178,0.9844961,2021-08-31
1248,142,0.9906542,2021-09-01
1248,172,0.9834711,2021-09-02
1248,161,0.9918033,2021-09-03
1248,61,1.0000000,2021-09-04
1248,101,1.0000000,2021-09-05
1248,40,1.0000000,2021-09-06
1248,34,1.0000000,2021-09-07
1248,43,1.0000000,2021-09-08
1248,23,1.0000000,2021-09-09
1248,151,1.0000000,2021-09-10
1248,36,1.0000000,2021-09-11
1248,5,1.0000000,2021-09-12
1248,145,1.0000000,2021-09-13
1248,87,1.0000000,2021-09-14
1248,92,1.0000000,2021-09-15
1248,94,1.0000000,2021-09-16
1248,44,1.0000000,2021-09-17
1248,59,1.0000000,2021-09-18
1248,142,1.0000000,2021-09-19
1248,123,0.9968421,2021-09-20
1248,57,1.0000000,2021-09-21
1248,48,1.0000000,2021-09-22
1248,40,1.0000000,2021-09-23
1248,64,1.0000000,2021-09-24
1248,70,1.0000000,2021-09-25
1248,112,0.9892473,2021-09-26
1248,46,1.0000000,2021-09-27
1248,37,1.0000000,2021-09-28
1248,26,1.0000000,2021-09-29
1248,27,1.0000000,2021-09-30
1248,29,1.0000000,2021-10-01
1248,44,1.0000000,2021-10-02
1248,26,1.0000000,2021-10-03
1248,30,1.0000000,2021-10-04
1248,42,1.0000000,2021-10-05
1248,32,1.0000000,2021-10-06
1248,20,1.0000000,2021-10-07
1248,4,1.0000000,2021-10-08
1248,12,1.0000000,2021-10-09
1248,3,1.0000000,2021-10-10
1248,1,1.0000000,2022-05-05
1248,5,1.0000000,2022-05-06
1248,12,1.0000000,2022-05-07
1248,9,1.0000000,2022-05-08
1248,1,1.2000000,2022-05-15
1248,3,1.2000000,2022-05-16
1248,5,1.2000000,2022-05-18
1248,12,1.0677778,2022-05-19
1248,17,1.2000000,2022-05-20
1248,42,1.2000000,2022-05-21
1248,52,1.2000000,2022-05-22
1248,6,1.2000000,2022-05-23
1248,10,1.2000000,2022-05-24
1248,10,1.2000000,2022-05-25
1248,8,1.2000000,2022-05-26
1248,41,1.2000000,2022-05-27
1248,48,1.2000000,2022-05-28
1248,62,1.2000000,2022-05-29
1248,46,1.2000000,2022-05-30
1248,42,1.2000000,2022-05-31
1248,56,1.2000000,2022-06-01
1248,251,1.2000000,2022-06-02
1248,110,1.2000000,2022-06-03
1248,128,1.2000000,2022-06-04
1248,140,1.2000000,2022-06-05
1248,65,1.2000000,2022-06-06
1248,35,1.2000000,2022-06-07
1248,30,1.2000000,2022-06-08
1248,29,1.2000000,2022-06-09
1248,6,1.2000000,2022-06-10
1248,67,1.2000000,2022-06-11
1248,145,1.2000000,2022-06-12
1248,110,1.2000000,2022-06-13
1248,74,1.2000000,2022-06-14
1248,73,1.2000000,2022-06-15
1248,59,1.2000000,2022-06-16
1248,104,1.2000000,2022-06-17
1248,137,1.2000000,2022-06-18
1248,150,1.1964912,2022-06-19
1248,87,1.2000000,2022-06-20
1248,87,1.2000000,2022-06-21
1248,79,1.2000000,2022-06-22
1248,90,1.2000000,2022-06-23
1248,105,1.2000000,2022-06-24
1248,161,1.2000000,2022-06-25
1248,216,1.2000000,2022-06-26
1248,117,1.2000000,2022-06-27
1248,109,1.2000000,2022-06-28
1248,97,1.2000000,2022-06-29
1248,116,1.2000000,2022-06-30
1248,130,1.2000000,2022-07-01
1248,187,1.2000000,2022-07-02
1248,248,1.2000000,2022-07-03
1248,174,1.2000000,2022-07-04
1248,143,1.2000000,2022-07-05
1248,198,1.2000000,2022-07-06
1248,130,1.2000000,2022-07-07
1248,51,1.1545455,2022-07-08
1248,138,1.2000000,2022-07-09
1248,234,1.1989130,2022-07-10
1248,150,1.2000000,2022-07-11
1248,169,1.2000000,2022-07-12
1248,163,1.2000000,2022-07-13
1248,156,1.2000000,2022-07-14
1248,144,1.2000000,2022-07-15
1248,208,1.2000000,2022-07-16
1248,257,1.2000000,2022-07-17
1248,291,1.2000000,2022-07-18
1248,148,1.1983471,2022-07-19
1248,144,1.1980952,2022-07-20
1248,141,1.2000000,2022-07-21
1248,174,1.1992806,2022-07-22
1248,173,1.1993007,2022-07-23
1248,253,1.2000000,2022-07-24
1248,196,1.2000000,2022-07-25
1248,142,1.2000000,2022-07-26
1248,131,1.2000000,2022-07-27
1248,160,1.2000000,2022-07-28
1248,163,1.2000000,2022-07-29
1248,216,1.2000000,2022-07-30
1248,274,1.2009615,2022-07-31
1248,266,1.2000000,2022-08-01
1248,230,1.2000000,2022-08-02
1248,167,1.2000000,2022-08-03
1248,208,1.2000000,2022-08-04
1248,183,1.2000000,2022-08-05
1248,249,1.2000000,2022-08-06
1248,346,1.2000000,2022-08-07
1248,171,1.2000000,2022-08-08
1248,146,1.2000000,2022-08-09
1248,304,1.2000000,2022-08-10
1248,338,1.2000000,2022-08-11
1248,132,1.2000000,2022-08-12
1248,188,1.2000000,2022-08-13
1248,240,1.2000000,2022-08-14
1248,246,1.2000000,2022-08-15
1248,207,1.2000000,2022-08-16
1248,323,1.2000000,2022-08-17
1248,288,1.2000000,2022-08-18
1248,233,1.2000000,2022-08-19
1248,253,1.2000000,2022-08-20
1248,272,1.2000000,2022-08-21
1248,206,1.2000000,2022-08-22
1248,243,1.2000000,2022-08-23
1248,135,1.1853211,2022-08-24
1248,207,1.2000000,2022-08-25
1248,244,1.2000000,2022-08-26
1248,188,1.2000000,2022-08-27
1248,204,1.2000000,2022-08-28
1248,108,1.2000000,2022-08-29
1248,112,1.2000000,2022-08-30
1248,129,1.2000000,2022-08-31
1248,79,1.2000000,2022-09-01
1248,109,1.2000000,2022-09-02
1248,115,1.2000000,2022-09-03
1248,109,1.2000000,2022-09-04
1248,103,1.2000000,2022-09-05
1248,84,1.2066667,2022-09-06
1248,91,1.2000000,2022-09-07
1248,75,1.2000000,2022-09-08
1248,83,1.1970149,2022-09-09
1248,159,1.2000000,2022-09-10
1248,133,1.2000000,2022-09-11
1248,72,1.2000000,2022-09-12
1248,83,1.2000000,2022-09-13
1248,96,1.2000000,2022-09-14
1248,83,1.2000000,2022-09-15
1248,66,1.1818182,2022-09-16
1248,54,1.2000000,2022-09-17
1248,69,1.2000000,2022-09-18
1248,50,1.2000000,2022-09-19
1248,40,1.2000000,2022-09-20
1248,23,1.2000000,2022-09-21
1248,43,1.2000000,2022-09-22
1248,56,1.2000000,2022-09-23
1248,25,1.2000000,2022-09-24
1248,11,1.2000000,2022-09-25
1248,6,1.2000000,2022-09-26
1248,32,1.2000000,2022-09-27
1248,30,1.2000000,2022-09-28
1248,16,1.2000000,2022-09-29
1248,13,1.2000000,2022-09-30
1248,16,1.2000000,2022-10-01
1248,25,1.2000000,2022-10-02
1248,8,1.2000000,2022-10-03
1248,13,1.2000000,2022-10-04
1248,14,1.2000000,2022-10-05
1248,11,1.2000000,2022-10-06
1248,16,1.2000000,2022-10-07
1248,34,1.2000000,2022-10-08
1248,27,1.2000000,2022-10-09
1248,3,1.2000000,2022-10-10
1248,5,1.2000000,2022-10-11
1248,3,1.2000000,2022-10-12
1248,5,1.2000000,2022-10-15
1248,1,0.2000000,2022-10-27
1249,5,1.5000000,2022-05-07
1249,6,1.5000000,2022-05-08
1249,2,2.0000000,2022-05-15
1249,2,2.0000000,2022-05-16
1249,4,2.0000000,2022-05-17
1249,6,2.0000000,2022-05-19
1249,6,2.0000000,2022-05-20
1249,17,2.0000000,2022-05-21
1249,12,2.0000000,2022-05-22
1249,5,2.0000000,2022-05-23
1249,7,2.0000000,2022-05-24
1249,7,2.0000000,2022-05-25
1249,13,2.0000000,2022-05-26
1249,20,2.0000000,2022-05-27
1249,36,2.0000000,2022-05-28
1249,27,2.0000000,2022-05-29
1249,23,2.0000000,2022-05-30
1249,17,2.0000000,2022-05-31
1249,42,2.0000000,2022-06-01
1249,48,2.0000000,2022-06-02
1249,59,2.0000000,2022-06-03
1249,50,2.0000000,2022-06-04
1249,36,1.9657143,2022-06-05
1249,13,2.0000000,2022-06-06
1249,7,2.0000000,2022-06-07
1249,11,2.0000000,2022-06-08
1249,5,2.0000000,2022-06-09
1249,7,2.0000000,2022-06-10
1249,47,2.0000000,2022-06-11
1249,54,2.0000000,2022-06-12
1249,40,2.0000000,2022-06-13
1249,28,2.0000000,2022-06-14
1249,19,2.0000000,2022-06-15
1249,28,2.0000000,2022-06-16
1249,11,2.0000000,2022-06-17
1249,36,2.0000000,2022-06-18
1249,37,2.0000000,2022-06-19
1249,19,2.0000000,2022-06-20
1249,24,2.0000000,2022-06-21
1249,23,2.0000000,2022-06-22
1249,35,2.0000000,2022-06-23
1249,43,2.0000000,2022-06-24
1249,54,2.0000000,2022-06-25
1249,74,2.0000000,2022-06-26
1249,63,2.0000000,2022-06-27
1249,49,2.0000000,2022-06-28
1249,34,2.0000000,2022-06-29
1249,56,2.0000000,2022-06-30
1249,42,1.9675676,2022-07-01
1249,87,2.0000000,2022-07-02
1249,98,2.0000000,2022-07-03
1249,52,2.0000000,2022-07-04
1249,30,2.0000000,2022-07-05
1249,68,2.0000000,2022-07-06
1249,60,2.0000000,2022-07-07
1249,30,2.0000000,2022-07-08
1249,60,2.0000000,2022-07-09
1249,80,2.0000000,2022-07-10
1249,80,2.0000000,2022-07-11
1249,59,2.0000000,2022-07-12
